currency,currentAmount,globalTradeID,tradeID,date,rate,amount,total,fee,orderNumber,type,category
AMP,182.22506393,77883928,556665,2017-01-30 20:41:30,0.00005474,182.68176835,0.00999999,0.00250000,20594775769,buy,exchange
ARDR,2096.05000000,76326589,105435,2017-01-24 23:25:09,0.00002051,1300.00000000,0.02666300,0.00150000,3035692446,buy,exchange
ARDR,2096.05000000,76326564,105434,2017-01-24 23:24:40,0.00002051,800.00000000,0.01640800,0.00250000,3035692446,buy,exchange
BTCD,9.98451444,76501627,829404,2017-01-25 21:56:26,0.00445286,9.51443180,0.04236643,0.00150000,6244245516,buy,exchange
BTCD,9.98451444,76326984,829194,2017-01-24 23:29:16,0.00445286,0.24278410,0.00108108,0.00250000,6244245516,buy,exchange
BTCD,9.98451444,76326983,829193,2017-01-24 23:29:16,0.00445286,0.24278410,0.00108108,0.00250000,6244245516,buy,exchange
BTCD,9.98451444,27203751,770425,2016-04-19 20:49:05,0.00253485,0.72726273,0.00184350,0.00250000,2050557402,sell,exchange
BTCD,9.98451444,25941670,769146,2016-04-10 21:37:55,0.00252038,9.72976770,0.02452271,0.00250000,1928824257,sell,exchange
BTS,3007.53012049,82690726,1493988,2017-02-24 23:48:25,0.00000332,785.18886820,0.00260682,0.00150000,20734751507,buy,exchange
BTS,3007.53012049,82687527,1493983,2017-02-24 23:24:06,0.00000332,2226.85932457,0.00739317,0.00150000,20734751507,buy,exchange
BTS,3007.53012049,28181603,932699,2016-04-26 16:01:03,0.00000826,6532.97917237,0.05396240,0.00250000,8878152974,sell,exchange
BTS,3007.53012049,28181602,932698,2016-04-26 16:01:03,0.00000829,29.73493976,0.00024650,0.00250000,8878152974,sell,exchange
BTS,3007.53012049,27889683,922954,2016-04-24 19:54:28,0.00000932,6579.16201717,0.06131779,0.00250000,8765749490,buy,exchange
BTS,3007.53012049,22872061,810893,2016-03-22 01:23:16,0.00001485,3132.97889809,0.04652473,0.00150000,7092544370,sell,exchange
BTS,3007.53012049,22872052,810892,2016-03-22 01:22:53,0.00001485,1857.02110191,0.02757676,0.00250000,7092544370,sell,exchange
BTS,3007.53012049,21554323,779310,2016-03-17 03:53:01,0.00001562,5000.00000000,0.07810000,0.00200000,6637932437,buy,exchange
BURST,1246.87500000,77883988,309753,2017-01-30 20:41:52,0.00000080,1250.00000000,0.00100000,0.00250000,1904952156,buy,exchange
DGB,79.28901277,57702606,403511,2016-09-29 21:19:08,0.00000055,159424.79216000,0.08768363,0.00250000,1958089975,sell,exchange
DGB,79.28901277,57702605,403510,2016-09-29 21:19:08,0.00000055,42771.15378595,0.02352413,0.00250000,1958089975,sell,exchange
DGB,79.28901277,31894351,290007,2016-05-22 17:04:58,0.00000074,202702.70270270,0.14999999,0.00250000,1409848765,buy,exchange
DGB,79.28901277,28181609,272327,2016-04-26 16:01:15,0.00000060,127884.61538463,0.07673076,0.00250000,1320071632,sell,exchange
DGB,79.28901277,27836330,270637,2016-04-24 07:30:30,0.00000078,100875.99967647,0.07868327,0.00250000,1308979735,buy,exchange
DGB,79.28901277,27836329,270636,2016-04-24 07:30:30,0.00000078,6164.84772964,0.00480858,0.00250000,1308979735,buy,exchange
DGB,79.28901277,27836328,270635,2016-04-24 07:30:30,0.00000078,2106.00229633,0.00164268,0.00250000,1308979735,buy,exchange
DGB,79.28901277,27836327,270634,2016-04-24 07:30:30,0.00000078,5091.63127164,0.00397147,0.00250000,1308979735,buy,exchange
DGB,79.28901277,27836326,270633,2016-04-24 07:30:30,0.00000078,13966.64723104,0.01089398,0.00250000,1308979735,buy,exchange
DGB,79.28901277,27188092,264820,2016-04-19 17:50:29,0.00000104,21605.68785320,0.02246991,0.00250000,1285069669,sell,exchange
DGB,79.28901277,26776643,260906,2016-04-16 18:45:33,0.00000101,18478.18811881,0.01866296,0.00250000,1264208551,buy,exchange
DGB,79.28901277,26776588,260904,2016-04-16 18:44:52,0.00000100,307.49617500,0.00030749,0.00150000,1264203556,buy,exchange
DGB,79.28901277,26776571,260903,2016-04-16 18:44:39,0.00000100,2873.84488615,0.00287384,0.00250000,1264203556,buy,exchange
DGB,79.28901277,24353986,217657,2016-03-30 10:29:46,0.00000180,99750.00000000,0.17955000,0.00150000,976389658,sell,exchange
DGB,79.28901277,24157304,210183,2016-03-29 06:37:54,0.00000161,100000.00000000,0.16100000,0.00250000,959772292,buy,exchange
DGB,79.28901277,24075120,207912,2016-03-28 19:22:29,0.00000162,1997.00000000,0.00323514,0.00150000,918042064,sell,exchange
DGB,79.28901277,23872421,200745,2016-03-27 19:56:38,0.00000158,2000.00000000,0.00316000,0.00150000,917089018,buy,exchange
DGB,79.28901277,23698155,190030,2016-03-26 23:55:26,0.00000141,122678.06971745,0.17297607,0.00150000,882979162,sell,exchange
DGB,79.28901277,23698109,190028,2016-03-26 23:54:30,0.00000141,1889.78723405,0.00266460,0.00250000,882979162,sell,exchange
DGB,79.28901277,23698108,190027,2016-03-26 23:54:30,0.00000141,43921.78619055,0.06192971,0.00250000,882979162,sell,exchange
DGB,79.28901277,23698107,190026,2016-03-26 23:54:30,0.00000141,112099.95744681,0.15806094,0.00250000,882979162,sell,exchange
DGB,79.28901277,23698106,190025,2016-03-26 23:54:30,0.00000141,70921.98581560,0.09999999,0.00250000,882979162,sell,exchange
DGB,79.28901277,23698105,190024,2016-03-26 23:54:30,0.00000141,211824.87476111,0.29867307,0.00250000,882979162,sell,exchange
DGB,79.28901277,23692574,189717,2016-03-26 23:24:01,0.00000151,560793.07229541,0.84679753,0.00150000,881786356,buy,exchange
DGB,79.28901277,23692571,189716,2016-03-26 23:23:56,0.00000151,2396.17273770,0.00361822,0.00150000,881786356,buy,exchange
DGB,79.28901277,23688592,189200,2016-03-26 22:45:04,0.00000157,1000.00000000,0.00157000,0.00150000,880308835,sell,exchange
DGB,79.28901277,23688554,189199,2016-03-26 22:44:21,0.00000157,1000.00000000,0.00157000,0.00150000,880294849,sell,exchange
DGB,79.28901277,23688544,189198,2016-03-26 22:44:11,0.00000157,1000.00000000,0.00157000,0.00150000,880212931,sell,exchange
DGB,79.28901277,23687956,189159,2016-03-26 22:39:46,0.00000154,1000.00000000,0.00154000,0.00250000,880139005,buy,exchange
DGB,79.28901277,23687944,189154,2016-03-26 22:39:42,0.00000154,1000.00000000,0.00154000,0.00150000,879932212,buy,exchange
DGB,79.28901277,23686870,189061,2016-03-26 22:32:55,0.00000156,1000.00000000,0.00156000,0.00150000,879881263,buy,exchange
DGB,79.28901277,23685317,188872,2016-03-26 22:22:51,0.00000160,1000.00000000,0.00160000,0.00250000,879300844,buy,exchange
DGB,79.28901277,23560460,181041,2016-03-26 05:37:39,0.00000099,12465.00000001,0.01234035,0.00250000,857011156,sell,exchange
DGB,79.28901277,23517757,180264,2016-03-26 00:19:01,0.00000107,2500.00000000,0.00267500,0.00150000,853713457,buy,exchange
DGB,79.28901277,23517749,180256,2016-03-26 00:19:01,0.00000108,2500.00000000,0.00270000,0.00150000,853760410,buy,exchange
DGB,79.28901277,23517578,180255,2016-03-26 00:17:30,0.00000109,2500.00000000,0.00272500,0.00250000,853886284,buy,exchange
DGB,79.28901277,23514653,180236,2016-03-26 00:04:46,0.00000109,2500.00000000,0.00272500,0.00150000,853774396,buy,exchange
DGB,79.28901277,23513784,180213,2016-03-25 23:59:52,0.00000109,2500.00000000,0.00272500,0.00150000,853752418,sell,exchange
DGB,79.28901277,23512053,180167,2016-03-25 23:37:26,0.00000108,231.26020680,0.00024976,0.00150000,853586584,buy,exchange
DGB,79.28901277,23512045,180166,2016-03-25 23:37:14,0.00000108,2268.73979320,0.00245023,0.00150000,853586584,buy,exchange
DGB,79.28901277,23510430,180126,2016-03-25 23:16:21,0.00000108,2500.00000000,0.00270000,0.00150000,853443727,sell,exchange
DGB,79.28901277,23509105,180092,2016-03-25 22:56:55,0.00000107,2500.00000000,0.00267500,0.00150000,853261909,buy,exchange
DGB,79.28901277,23508759,180078,2016-03-25 22:51:59,0.00000108,2500.00000000,0.00270000,0.00150000,853084087,sell,exchange
DGB,79.28901277,23506824,180035,2016-03-25 22:31:14,0.00000107,2500.00000000,0.00267500,0.00250000,853061110,buy,exchange
DGB,79.28901277,23506567,180017,2016-03-25 22:28:22,0.00000107,2500.00000000,0.00267500,0.00150000,853005166,buy,exchange
DGB,79.28901277,23505590,179998,2016-03-25 22:20:20,0.00000107,6457.75000001,0.00690979,0.00250000,852944227,sell,exchange
DGB,79.28901277,23502294,179895,2016-03-25 21:47:18,0.00000111,285.75887429,0.00031719,0.00150000,852544627,buy,exchange
DGB,79.28901277,23502293,179894,2016-03-25 21:47:15,0.00000111,2214.24112571,0.00245780,0.00150000,852544627,buy,exchange
DGB,79.28901277,23502219,179857,2016-03-25 21:46:16,0.00000111,2500.00000000,0.00277500,0.00150000,852509662,sell,exchange
DGB,79.28901277,23490499,179171,2016-03-25 19:21:31,0.00000110,2500.00000000,0.00275000,0.00250000,850111063,buy,exchange
DGB,79.28901277,23490382,179149,2016-03-25 19:19:47,0.00000110,2500.00000000,0.00275000,0.00150000,849932242,buy,exchange
DGB,79.28901277,23490229,179096,2016-03-25 19:17:23,0.00000112,2500.00000000,0.00280000,0.00150000,849915259,sell,exchange
DGB,79.28901277,23489800,179008,2016-03-25 19:13:49,0.00000106,2500.00000000,0.00265000,0.00250000,849809365,buy,exchange
DGB,79.28901277,23489729,179002,2016-03-25 19:13:12,0.00000106,2500.00000000,0.00265000,0.00250000,849801373,sell,exchange
DGB,79.28901277,23489613,178995,2016-03-25 19:11:59,0.00000105,2500.00000000,0.00262500,0.00250000,849779395,buy,exchange
DGB,79.28901277,23489534,178988,2016-03-25 19:10:30,0.00000107,2500.00000000,0.00267500,0.00150000,849716458,sell,exchange
DGB,79.28901277,23489282,178951,2016-03-25 19:06:48,0.00000104,2500.00000000,0.00260000,0.00150000,849532642,buy,exchange
DGB,79.28901277,23489009,178931,2016-03-25 19:03:56,0.00000107,2500.00000000,0.00267500,0.00150000,849514660,sell,exchange
DGB,79.28901277,23488965,178921,2016-03-25 19:03:24,0.00000105,2500.00000000,0.00262500,0.00250000,849485689,buy,exchange
DGB,79.28901277,23488812,178897,2016-03-25 19:02:34,0.00000105,2500.00000000,0.00262500,0.00150000,849345829,sell,exchange
DGB,79.28901277,23483271,178670,2016-03-25 18:10:01,0.00000101,1500.00000000,0.00151500,0.00150000,848152024,buy,exchange
DGB,79.28901277,23481505,178593,2016-03-25 17:53:44,0.00000104,2500.00000000,0.00260000,0.00150000,848376799,buy,exchange
DGB,79.28901277,23481488,178592,2016-03-25 17:53:34,0.00000104,0.00000000,0.00000000,0.00150000,848376799,buy,exchange
DGB,79.28901277,23143773,173074,2016-03-23 21:20:48,0.00000076,458979.45670455,0.34882438,0.00250000,824172028,sell,exchange
DGB,79.28901277,21769855,158166,2016-03-17 20:39:51,0.00000091,190000.00000000,0.17290000,0.00200000,770881372,sell,exchange
DGB,79.28901277,21769854,158165,2016-03-17 20:39:51,0.00000091,10000.00000000,0.00910000,0.00200000,770881372,sell,exchange
DGB,79.28901277,21756196,158005,2016-03-17 19:49:02,0.00000088,122500.45650697,0.10780040,0.00200000,770230024,buy,exchange
DGB,79.28901277,21756195,158004,2016-03-17 19:49:02,0.00000088,537799.60031121,0.47326364,0.00200000,770230024,buy,exchange
DGB,79.28901277,21492091,146948,2016-03-16 20:44:42,0.00000050,393.70046623,0.00019685,0.00200000,744827452,sell,exchange
DOGE,147.33880475,71159758,1026928,2016-12-26 18:35:08,0.00000025,675.65223822,0.00016891,0.00250000,5398945677,sell,exchange
DOGE,147.33880475,29398745,740318,2016-05-04 03:25:08,0.00000050,218.78185208,0.00010939,0.00250000,2336290398,sell,exchange
DOGE,147.33880475,22326847,682051,2016-03-19 18:18:54,0.00000053,2609.73868640,0.00138316,0.00200000,2002247775,sell,exchange
DOGE,147.33880475,22317627,681892,2016-03-19 17:15:41,0.00000053,2500.00000000,0.00132500,0.00200000,2001752271,buy,exchange
EMC2,623.94264526,77884164,340570,2017-01-30 20:42:43,0.00000160,100.00000000,0.00016000,0.00150000,1738584703,buy,exchange
EMC2,623.94264526,77884115,340569,2017-01-30 20:42:29,0.00000160,405.14525136,0.00064823,0.00150000,1738584703,buy,exchange
EMC2,623.94264526,77884049,340568,2017-01-30 20:42:04,0.00000160,119.85474864,0.00019176,0.00250000,1738584703,buy,exchange
ETC,5.30670000,75868762,2805975,2017-01-21 20:59:31,0.00153567,5.32000000,0.00816976,0.00250000,66767700636,buy,exchange
ETH,5.21000000,75901398,19323298,2017-01-22 03:28:40,0.01172720,10.02849455,0.11760616,0.00150000,205678566697,sell,exchange
ETH,5.21000000,36374791,11741104,2016-06-18 19:59:32,0.01584099,8.69778151,0.13778146,0.00150000,71127047902,buy,exchange
ETH,5.21000000,36370435,11739297,2016-06-18 19:45:54,0.01531523,2.83639971,0.04344011,0.00250000,71120545411,sell,exchange
ETH,5.21000000,36370353,11739270,2016-06-18 19:45:35,0.01535300,0.10000000,0.00153530,0.00150000,71120412544,sell,exchange
ETH,5.21000000,36370352,11739269,2016-06-18 19:45:35,0.01535300,12.62775280,0.19387388,0.00150000,71120412544,sell,exchange
ETH,5.21000000,36370349,11739268,2016-06-18 19:45:34,0.01535300,0.12000000,0.00184236,0.00150000,71120412544,sell,exchange
ETH,5.21000000,36370344,11739267,2016-06-18 19:45:34,0.01535300,88.69029807,1.36166214,0.00250000,71120412544,sell,exchange
ETH,5.21000000,35997997,11555926,2016-06-17 21:06:58,0.02024997,70.02038979,1.41791079,0.00150000,70302506269,buy,exchange
ETH,5.21000000,35997963,11555925,2016-06-17 21:06:58,0.02024995,34.54545500,0.69954373,0.00250000,70302506269,buy,exchange
ETH,5.21000000,35963374,11536148,2016-06-17 19:33:39,0.01791829,15.36773401,0.27536351,0.00250000,70222286569,sell,exchange
ETH,5.21000000,35963373,11536147,2016-06-17 19:33:39,0.01795936,1.36694618,0.02454947,0.00250000,70222286569,sell,exchange
ETH,5.21000000,35963372,11536146,2016-06-17 19:33:39,0.01795937,37.81533174,0.67913953,0.00250000,70222286569,sell,exchange
ETH,5.21000000,31894222,9912250,2016-05-22 17:02:28,0.03247799,22.41329336,0.72793871,0.00250000,57367765957,buy,exchange
ETH,5.21000000,31854089,9891700,2016-05-22 04:45:48,0.03163999,105.57827176,3.34049546,0.00250000,57160755175,sell,marginTrade
ETH,5.21000000,31854088,9891699,2016-05-22 04:45:48,0.03166992,0.06975119,0.00220901,0.00250000,57160755175,sell,marginTrade
ETH,5.21000000,31752909,9840574,2016-05-21 07:20:10,0.03119986,70.25649903,2.19199293,0.00150000,56673414004,buy,marginTrade
ETH,5.21000000,31752908,9840573,2016-05-21 07:20:08,0.03119986,0.45283554,0.01412840,0.00150000,56673414004,buy,marginTrade
ETH,5.21000000,31752907,9840572,2016-05-21 07:20:05,0.03119986,2.26000000,0.07051168,0.00150000,56673414004,buy,marginTrade
ETH,5.21000000,31752905,9840571,2016-05-21 07:20:02,0.03119986,1.00000000,0.03119986,0.00150000,56673414004,buy,marginTrade
ETH,5.21000000,31752903,9840569,2016-05-21 07:20:01,0.03119983,4.11000000,0.12823130,0.00250000,56673414004,buy,marginTrade
ETH,5.21000000,31752902,9840568,2016-05-21 07:20:01,0.03119983,5.41000000,0.16879108,0.00250000,56673414004,buy,marginTrade
ETH,5.21000000,31752901,9840567,2016-05-21 07:20:01,0.03119981,7.94000000,0.24772649,0.00250000,56673414004,buy,marginTrade
ETH,5.21000000,31752900,9840566,2016-05-21 07:20:01,0.03119980,2.26000000,0.07051154,0.00250000,56673414004,buy,marginTrade
ETH,5.21000000,31752899,9840565,2016-05-21 07:20:01,0.03118100,0.64000000,0.01995584,0.00250000,56673414004,buy,marginTrade
ETH,5.21000000,31752898,9840564,2016-05-21 07:20:01,0.03117990,7.01000000,0.21857109,0.00250000,56673414004,buy,marginTrade
ETH,5.21000000,31752897,9840563,2016-05-21 07:20:01,0.03116114,0.13999643,0.00436244,0.00250000,56673414004,buy,marginTrade
ETH,5.21000000,31752690,9840378,2016-05-21 07:18:20,0.03098398,0.00003485,0.00000107,0.00150000,56672248171,buy,marginTrade
ETH,5.21000000,31752680,9840375,2016-05-21 07:17:57,0.03098398,2.61601663,0.08105460,0.00150000,56672248171,buy,marginTrade
ETH,5.21000000,31752667,9840373,2016-05-21 07:17:53,0.03098398,1.73890187,0.05387810,0.00150000,56672248171,buy,marginTrade
ETH,5.21000000,31709529,9814074,2016-05-20 22:56:16,0.03111598,0.80773924,0.02513359,0.00250000,56485653952,sell,marginTrade
ETH,5.21000000,31709528,9814073,2016-05-20 22:56:16,0.03111598,9.21000000,0.28657817,0.00250000,56485653952,sell,marginTrade
ETH,5.21000000,31709527,9814072,2016-05-20 22:56:16,0.03111598,2.50000000,0.07778995,0.00250000,56485653952,sell,marginTrade
ETH,5.21000000,31709526,9814071,2016-05-20 22:56:16,0.03111598,11.79000000,0.36685740,0.00250000,56485653952,sell,marginTrade
ETH,5.21000000,31709525,9814070,2016-05-20 22:56:16,0.03111600,50.00000000,1.55580000,0.00250000,56485653952,sell,marginTrade
ETH,5.21000000,31709524,9814069,2016-05-20 22:56:16,0.03111600,34.38577821,1.06994787,0.00250000,56485653952,sell,marginTrade
ETH,5.21000000,31709523,9814068,2016-05-20 22:56:16,0.03112973,1.09000000,0.03393140,0.00250000,56485653952,sell,marginTrade
ETH,5.21000000,31709522,9814067,2016-05-20 22:56:16,0.03112973,0.47000000,0.01463097,0.00250000,56485653952,sell,marginTrade
ETH,5.21000000,31694740,9807666,2016-05-20 20:09:31,0.03190003,0.00018078,0.00000576,0.00150000,56416787887,buy,marginTrade
ETH,5.21000000,31694694,9807664,2016-05-20 20:09:21,0.03190003,15.22200000,0.48558225,0.00150000,56416787887,buy,marginTrade
ETH,5.21000000,31694690,9807663,2016-05-20 20:09:17,0.03189499,1.63834945,0.05225513,0.00250000,56416787887,buy,marginTrade
ETH,5.21000000,31677327,9800630,2016-05-20 18:00:27,0.03170000,15.21112815,0.48219276,0.00150000,56356108627,buy,marginTrade
ETH,5.21000000,31677326,9800629,2016-05-20 18:00:27,0.03170000,0.56174251,0.01780723,0.00150000,56356108627,buy,marginTrade
ETH,5.21000000,31676817,9800262,2016-05-20 17:56:08,0.03166899,0.27442000,0.00869060,0.00150000,56353244494,buy,marginTrade
ETH,5.21000000,31676799,9800247,2016-05-20 17:55:55,0.03166899,18.30607737,0.57973498,0.00150000,56353244494,buy,marginTrade
ETH,5.21000000,31676798,9800246,2016-05-20 17:55:54,0.03166899,0.50981420,0.01614530,0.00150000,56353244494,buy,marginTrade
ETH,5.21000000,31676795,9800245,2016-05-20 17:55:54,0.03166899,25.00000000,0.79172475,0.00150000,56353244494,buy,marginTrade
ETH,5.21000000,31676794,9800244,2016-05-20 17:55:52,0.03166899,3.78729801,0.11993990,0.00150000,56353244494,buy,marginTrade
ETH,5.21000000,31676793,9800243,2016-05-20 17:55:52,0.03166899,9.98977648,0.31636613,0.00150000,56353244494,buy,marginTrade
ETH,5.21000000,31676792,9800242,2016-05-20 17:55:51,0.03166899,19.92000000,0.63084628,0.00150000,56353244494,buy,marginTrade
ETH,5.21000000,31671762,9798552,2016-05-20 17:00:50,0.03087999,100.31970673,3.09787154,0.00250000,56328723040,sell,marginTrade
ETH,5.21000000,31671761,9798551,2016-05-20 17:00:50,0.03088000,0.76201032,0.02353087,0.00250000,56328723040,sell,marginTrade
ETH,5.21000000,31563279,9741291,2016-05-20 03:24:30,0.03313000,3.38447685,0.11212771,0.00150000,55937272882,buy,marginTrade
ETH,5.21000000,31563262,9741288,2016-05-20 03:24:04,0.03313000,0.00000060,0.00000001,0.00150000,55937272882,buy,marginTrade
ETH,5.21000000,31563239,9741284,2016-05-20 03:23:56,0.03313000,1.07505252,0.03561648,0.00150000,55937272882,buy,marginTrade
ETH,5.21000000,31563200,9741283,2016-05-20 03:23:54,0.03313000,1.07505252,0.03561648,0.00150000,55937272882,buy,marginTrade
ETH,5.21000000,31563178,9741282,2016-05-20 03:23:50,0.03313000,0.00042287,0.00001400,0.00150000,55937272882,buy,marginTrade
ETH,5.21000000,31563126,9741278,2016-05-20 03:23:32,0.03313000,1.86780173,0.06188027,0.00250000,55937272882,buy,marginTrade
ETH,5.21000000,31563096,9741258,2016-05-20 03:23:11,0.03320098,23.67147402,0.78591613,0.00250000,55937081074,buy,marginTrade
ETH,5.21000000,31563095,9741257,2016-05-20 03:23:11,0.03316296,0.13000000,0.00431118,0.00250000,55937081074,buy,marginTrade
ETH,5.21000000,31563094,9741256,2016-05-20 03:23:11,0.03315288,8.75000000,0.29008770,0.00250000,55937081074,buy,marginTrade
ETH,5.21000000,31563093,9741255,2016-05-20 03:23:11,0.03314281,1.35000000,0.04474279,0.00250000,55937081074,buy,marginTrade
ETH,5.21000000,31529164,9721869,2016-05-19 23:35:43,0.03334991,7.39800938,0.24672294,0.00150000,55829042221,buy,marginTrade
ETH,5.21000000,31529149,9721854,2016-05-19 23:35:42,0.03334991,12.98050000,0.43289850,0.00150000,55829042221,buy,marginTrade
ETH,5.21000000,31529057,9721853,2016-05-19 23:35:37,0.03334991,9.99643327,0.33338014,0.00150000,55829042221,buy,marginTrade
ETH,5.21000000,31529041,9721848,2016-05-19 23:35:32,0.03334991,0.14613082,0.00487344,0.00150000,55829042221,buy,marginTrade
ETH,5.21000000,31529040,9721847,2016-05-19 23:35:30,0.03334991,0.00047856,0.00001595,0.00150000,55829042221,buy,marginTrade
ETH,5.21000000,31529009,9721846,2016-05-19 23:35:28,0.03334991,21.37760000,0.71294103,0.00150000,55829042221,buy,marginTrade
ETH,5.21000000,31529008,9721845,2016-05-19 23:35:27,0.03334991,3.01102480,0.10041740,0.00150000,55829042221,buy,marginTrade
ETH,5.21000000,31529006,9721844,2016-05-19 23:35:25,0.03334991,5.06000000,0.16875054,0.00250000,55829042221,buy,marginTrade
ETH,5.21000000,31515479,9713125,2016-05-19 21:57:16,0.03232405,76.52470228,2.47358830,0.00250000,55776344971,sell,marginTrade
ETH,5.21000000,31515478,9713124,2016-05-19 21:57:16,0.03265000,48.40182665,1.58031964,0.00250000,55776344971,sell,marginTrade
ETH,5.21000000,31515477,9713123,2016-05-19 21:57:16,0.03266246,1.50000000,0.04899369,0.00250000,55776344971,sell,marginTrade
ETH,5.21000000,31503947,9706288,2016-05-19 20:52:44,0.03222130,70.07048567,2.25776213,0.00250000,55738423930,buy,marginTrade
ETH,5.21000000,31503453,9706012,2016-05-19 20:49:09,0.03232475,0.74643319,0.02412826,0.00150000,55736391964,buy,marginTrade
ETH,5.21000000,31503452,9706011,2016-05-19 20:49:09,0.03232475,0.13177950,0.00425973,0.00150000,55736391964,buy,marginTrade
ETH,5.21000000,31503448,9706009,2016-05-19 20:49:05,0.03232475,10.00000000,0.32324750,0.00150000,55736391964,buy,marginTrade
ETH,5.21000000,31503447,9706008,2016-05-19 20:49:04,0.03232475,6.21692999,0.20096070,0.00150000,55736391964,buy,marginTrade
ETH,5.21000000,31503445,9706006,2016-05-19 20:49:03,0.03232475,38.74821773,1.25252645,0.00150000,55736391964,buy,marginTrade
ETH,5.21000000,31503439,9706002,2016-05-19 20:49:01,0.03232475,0.19402679,0.00627186,0.00250000,55736391964,buy,marginTrade
ETH,5.21000000,31503438,9706001,2016-05-19 20:49:01,0.03232474,0.40000000,0.01292989,0.00250000,55736391964,buy,marginTrade
ETH,5.21000000,31503437,9706000,2016-05-19 20:49:01,0.03232474,0.17953116,0.00580329,0.00250000,55736391964,buy,marginTrade
ETH,5.21000000,31327557,9595180,2016-05-18 19:25:29,0.02861000,1.30424688,0.03731450,0.00250000,55078533481,sell,exchange
ETH,5.21000000,31327556,9595179,2016-05-18 19:25:29,0.02861002,13.10074233,0.37481250,0.00250000,55078533481,sell,exchange
ETH,5.21000000,31327555,9595178,2016-05-18 19:25:29,0.02865302,2.71000000,0.07764968,0.00250000,55078533481,sell,exchange
ETH,5.21000000,31327554,9595177,2016-05-18 19:25:29,0.02865827,2.84000000,0.08138948,0.00250000,55078533481,sell,exchange
ETH,5.21000000,31327553,9595176,2016-05-18 19:25:29,0.02865827,2.97000000,0.08511506,0.00250000,55078533481,sell,exchange
ETH,5.21000000,31327552,9595175,2016-05-18 19:25:29,0.02866351,2.66000000,0.07624493,0.00250000,55078533481,sell,exchange
ETH,5.21000000,31327551,9595174,2016-05-18 19:25:29,0.02867401,2.91000000,0.08344136,0.00250000,55078533481,sell,exchange
ETH,5.21000000,31327550,9595173,2016-05-18 19:25:29,0.02867926,3.00000000,0.08603778,0.00250000,55078533481,sell,exchange
ETH,5.21000000,31327549,9595172,2016-05-18 19:25:29,0.02868450,2.31934180,0.06652915,0.00250000,55078533481,sell,exchange
ETH,5.21000000,31327548,9595171,2016-05-18 19:25:29,0.02869448,2.38451032,0.06842228,0.00250000,55078533481,sell,exchange
ETH,5.21000000,30396681,9024324,2016-05-12 08:40:31,0.02247956,1.34825466,0.03030817,0.00150000,51567948580,buy,exchange
ETH,5.21000000,30396680,9024323,2016-05-12 08:40:31,0.02247956,1.56000000,0.03506811,0.00150000,51567948580,buy,exchange
ETH,5.21000000,30396679,9024322,2016-05-12 08:40:31,0.02247956,3.51000000,0.07890325,0.00150000,51567948580,buy,exchange
ETH,5.21000000,30396678,9024321,2016-05-12 08:40:31,0.02247956,3.68000000,0.08272478,0.00150000,51567948580,buy,exchange
ETH,5.21000000,30396677,9024320,2016-05-12 08:40:31,0.02247956,40.92423641,0.91995882,0.00150000,51567948580,buy,exchange
ETH,5.21000000,30396672,9024318,2016-05-12 08:40:25,0.02247956,5.21000000,0.11711850,0.00150000,51567948580,buy,exchange
ETH,5.21000000,30396671,9024317,2016-05-12 08:40:25,0.02247956,0.05077515,0.00114140,0.00150000,51567948580,buy,exchange
ETH,5.21000000,28712119,7991438,2016-04-30 05:41:00,0.01734709,69.15367493,1.19961502,0.00250000,45076313713,sell,marginTrade
ETH,5.21000000,28712118,7991437,2016-04-30 05:41:00,0.01734709,27.58639746,0.47854371,0.00250000,45076313713,sell,marginTrade
ETH,5.21000000,28712117,7991436,2016-04-30 05:41:00,0.01734710,111.26771490,1.93017217,0.00250000,45076313713,sell,marginTrade
ETH,5.21000000,28527827,7894602,2016-04-28 15:28:08,0.01625475,100.33434205,1.63090964,0.00250000,44383045675,buy,marginTrade
ETH,5.21000000,28486372,7875258,2016-04-28 07:34:58,0.01678898,108.19476801,1.81647979,0.00250000,44243058802,buy,marginTrade
ETH,5.21000000,28462267,7865002,2016-04-28 02:49:53,0.01702179,62.42037408,1.06250649,0.00250000,44160983959,sell,marginTrade
ETH,5.21000000,28462266,7865001,2016-04-28 02:49:53,0.01702180,209.76042486,3.57049999,0.00250000,44160983959,sell,marginTrade
ETH,5.21000000,28462265,7865000,2016-04-28 02:49:53,0.01702328,3.15000000,0.05362333,0.00250000,44160983959,sell,marginTrade
ETH,5.21000000,28462264,7864999,2016-04-28 02:49:53,0.01702355,4.78000000,0.08137256,0.00250000,44160983959,sell,marginTrade
ETH,5.21000000,28462263,7864998,2016-04-28 02:49:53,0.01702419,2.58000000,0.04392241,0.00250000,44160983959,sell,marginTrade
ETH,5.21000000,28462262,7864997,2016-04-28 02:49:53,0.01702486,20.56000000,0.35003112,0.00250000,44160983959,sell,marginTrade
ETH,5.21000000,28462261,7864996,2016-04-28 02:49:53,0.01702623,3.82000000,0.06504019,0.00250000,44160983959,sell,marginTrade
ETH,5.21000000,28462260,7864995,2016-04-28 02:49:53,0.01702709,2.18496599,0.03720361,0.00250000,44160983959,sell,marginTrade
ETH,5.21000000,28462259,7864994,2016-04-28 02:49:53,0.01702959,3.24000000,0.05517587,0.00250000,44160983959,sell,marginTrade
